record_id,date_or_month,variable,value,unit,legacy_file,legacy_column,claimed_source,verified_source,station_id,measurement_type,temporal_resolution,aggregation_method,coverage,qa_flag,source_version,retrieval_date,verification_status,exclusion_reason,notes
8115b015d5cdc2c081af,2019-10-19,so2,14.267,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
33125611c158a0bd4b1b,2019-10-19,co,1044.525,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
0b48dfa7d6ae09d1803b,2019-10-19,o3,87.177,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
b73bc25117c05fa64eaa,2019-10-20,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
5110ffde5ec73e166d61,2019-10-20,pm25,107.940,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
dfd3db964a9b05d9a8f2,2019-10-20,pm10,152.404,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
2169e41a8a614748ca4a,2019-10-20,no2,17.685,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
33a7860ff87b0177a955,2019-10-20,so2,13.984,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
8e332125fad6a0e1e533,2019-10-20,co,952.697,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
33c2c10b8d56bac2d198,2019-10-20,o3,93.626,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
123d678236c85076a64f,2019-10-21,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
db7a70b78c827972e084,2019-10-21,pm25,117.789,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
5a9905beefa904d05875,2019-10-21,pm10,166.344,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
6f5de72531dd9e86ce10,2019-10-21,no2,22.995,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
bee658312c5ab26a7bba,2019-10-21,so2,16.432,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
4ee77840b3c792582c0c,2019-10-21,co,1022.018,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
f2278097b0c1ccfca4fa,2019-10-21,o3,86.130,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
b68fc6b9076765385cf2,2019-10-22,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
0fa08a2837ddbdbc1459,2019-10-22,pm25,166.847,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
c2ca93cf998cf7fd98a0,2019-10-22,pm10,235.513,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
716429bf7c521aa8cad6,2019-10-22,no2,31.799,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
37e01ba2883da23042f5,2019-10-22,so2,19.343,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
5e5a090a06d061e8486c,2019-10-22,co,1224.037,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
92fd1e14a4d1f7640c9e,2019-10-22,o3,66.403,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
f06bdc87727b88027fcf,2019-10-23,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
ebe31845e0e4dde7e776,2019-10-23,pm25,116.611,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
9f6d8187d5de3af319b5,2019-10-23,pm10,164.381,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
1aad770e32c24d73c57a,2019-10-23,no2,14.228,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
8e346917a4d3c3c74fd2,2019-10-23,so2,15.412,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
2aeb619a65dd0c3534f4,2019-10-23,co,1086.750,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
a623f33877e59224c8b3,2019-10-23,o3,88.262,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
64927bbc1994cf355fdd,2019-10-24,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
d8168a6028bf7e8a3db0,2019-10-24,pm25,86.630,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
887d61dbd7ea1a026fd1,2019-10-24,pm10,121.803,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
f37196ff7b3254fab6e9,2019-10-24,no2,17.819,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
7bf20e722cb41d0d6e4b,2019-10-24,so2,11.230,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
682e4c38d019e776eb6f,2019-10-24,co,675.432,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
248bb59a39329c13b612,2019-10-24,o3,51.378,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
b97a7f89302ca8e9f68c,2019-10-25,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
2ac9d0cf45a23e1c0669,2019-10-25,pm25,70.043,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
1ed94bfe926599a98ebe,2019-10-25,pm10,98.890,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
16cccd667ce8e4ad2606,2019-10-25,no2,15.888,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
a35f6c5bfb230f0ab2d1,2019-10-25,so2,10.301,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
a4d2b664c023d120321e,2019-10-25,co,647.760,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
de36e82517719b18f1a3,2019-10-25,o3,48.060,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
fc049ebde636c730ca44,2019-10-26,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
1d090b7118ee663fe17f,2019-10-26,pm25,87.838,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
d71857383e888cd4e88d,2019-10-26,pm10,124.137,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
23766669004518d6c81c,2019-10-26,no2,24.511,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
72f23c50e2d85fb015fa,2019-10-26,so2,15.860,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
a6baf0c6913607c5c8d7,2019-10-26,co,796.253,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
2993166f2f9d797e37bd,2019-10-26,o3,32.506,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
78ea3072f246e81142c1,2019-10-27,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
ab0dd528649f3b688a10,2019-10-27,pm25,89.087,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
ad23d6727c843d2dd653,2019-10-27,pm10,125.829,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
43916bf9b824659985a2,2019-10-27,no2,25.185,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
6693fcdd95d3f159af2e,2019-10-27,so2,15.961,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
377b00f481fb4f38f3e7,2019-10-27,co,862.126,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
040ae0b76bb8ad2247fb,2019-10-27,o3,55.238,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
0e945f065b9a69a13e0a,2019-10-28,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
db0f5620c169519394c9,2019-10-28,pm25,91.174,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
a9fd319807c812afd726,2019-10-28,pm10,128.765,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
6e00063a031728c9c717,2019-10-28,no2,26.452,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
0d0c4640b7fbc2ac941b,2019-10-28,so2,17.155,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
1c1c32be4de5740c54ce,2019-10-28,co,878.907,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
57920100e81cee430435,2019-10-28,o3,58.500,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
119b15255850ab8ce35c,2019-10-29,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
9f3a0bff1ac1d7444b14,2019-10-29,pm25,124.206,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
0b85482ff25205fddd36,2019-10-29,pm10,175.464,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
70ce2a641c74b944edcc,2019-10-29,no2,28.089,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
26f31e03402197b838de,2019-10-29,so2,21.751,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
0446b6ed4b4c815cdb35,2019-10-29,co,1208.474,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
5fd16104d63545e82344,2019-10-29,o3,56.489,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
d127134997d615dc0fae,2019-10-30,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
729612125bf37ba82d0c,2019-10-30,pm25,144.915,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
025a50aecebaf42dfc9b,2019-10-30,pm10,204.708,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
87cfd33a82c822702564,2019-10-30,no2,34.993,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
56f2b588ceecda3c0b1e,2019-10-30,so2,24.375,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
6024d9ac19fb0bc84734,2019-10-30,co,1538.890,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
eefb37fdb3ad7351f8ce,2019-10-30,o3,58.327,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
d1da5074d66642708168,2019-10-31,aqi,191.410,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
99a07c00cebaf10b97aa,2019-10-31,pm25,140.241,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
02385926ab37d247a6e3,2019-10-31,pm10,198.063,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
6ea70f51a9124f8943f6,2019-10-31,no2,38.213,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
3a082201a708127a17eb,2019-10-31,so2,23.265,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
8ae1deab9918c49479fe,2019-10-31,co,1502.625,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
